label	evaluation
0	第一次喜欢上一个人，原本都已经说好了托付终身的，结果现在却来了一句我累了我们不可能了，在酒吧喝到深夜，喝到断片，在一好兄弟面前一直哭诉，他帮我把她好友删了我还去加回去，最后在小区淋了2小时的雨，边淋边跟她打着电话的，不管我怎样，却始终无法挽回 
0	现在是3月22号零点14分，只有一年了，高中还挺快(苦笑)。朋友也没有，成绩也没有，晚上一个人自己和自己说话。“我想一个人”，谁真的愿意一个人呢，只是怕失去罢了。迷茫，是的。我没什么动力去学习，人似乎总是这样，失去了才知道珍惜[哀伤]。毕竟你永远不知道未来会发生什么吧。脑袋好乱……唉 
0	“人间的面吃一碗少一碗，人间的面见一面少一面，人生就是一次减法，来日并不方长” 
0	保留体面呀  不要再记住他的好[心碎] 
1	现在是00:17，刚刚写完作业，今年的冬天好长，或者说是春天太冷了，快四月了还穿着棉袄，距离中考还有91天，加油，全力以赴。我的青春没有独一无二的情感，没有轰轰烈烈，安静而普通，但有不代表不会出彩，未来，前程似锦，我，必然锋芒毕露 
0	一直在寻找爱的路上跌跌撞撞 ，睡吧，兴许梦里会见面 
0	我不想再这么继续下去了 虽然很爱他 但我也不想委屈自己 就从现在开始 再原谅他33次 
0	我的妈妈让我放弃你，可你的妈妈很喜欢我…… 
0	一个人失眠折磨自己 仔细想想他好像只有刚开始的时候会哄我 现在大男子主义都展现出来了 每次都是我自己生完闷气之后他才会说对不起 真想留住一开始的美好 可能我深夜手机的灯光打扰了他睡觉 他现在跑去另一个卧室睡了  
0	希望你万事顺意，有始有终别记得我别想我，可是有我很自私希望你永远都记得我……再见我的男孩 
0	我好喜欢他，可他好像并不喜欢我，他就像一束光，让我想要靠近却没有直视的勇气 
0	深夜总会一个人想很多 跟老公在一起快一年了 他脾气不好 我一直尽可能的忍着 我们一起面临现在的低谷期 但是有时候女人只是单方面的感动自己 昨天我们吵架了 因为很小的事情 他说了很难听的话 感觉不像从前了 不知道什么时候我可能就真的放弃了 
1	加油，想清楚，别做让自己后悔的事，~要开心 要快乐~明天又是美好的一天 。说点儿题外话 考上一大学时候学计算机 自己开发游戏 多好。学习不是唯一的出路 但却是最轻松的。 
0	“为什么人总是这样，好了伤疤忘了疼。”无限循环的伤害再伤害 
1	我想问：一个男生问我：你觉得我喜欢你吗是什么意思啊啊啊啊啊啊啊啊啊！！ ！！！！！！ 
0	最少拿到本科学历再考虑以后的人生呀，本科可以让你即使游戏这条路走不下去，依然可以过得不差。 
0	你比我大两岁诶 是不是已经结婚啦 你会是别人的老公和父亲 但你一直是我的少年  
1	人生，总有乌云密布的低沉的时刻，但也会有蓦然抬头，拨云见日的一天。在低潮时要忍耐得住，不要放弃对光明的追求。只要你足够坚定，运气就会眷顾你。永远不要轻言放弃，或许再坚持一下，就能迎来成功。一旦熬过阴霾，你会就发现，其实自己无比强大。 
1	加油 ，大家都要甜甜的睡觉 
1	妈妈说，不要试图做别人眼中完美的自己。 
1	所有的努力都是更好的生活的铺底，希望能坚持下去，我徘徊不前，在找18岁时的自制力。 
1	我觉得两者不冲突，好好学习，并不耽误你以后往其他方向发展 
1	明明心里有答案 还是有所期待  
1	公考七年路过，面试进了两次，差一名进面四次，今年再战。毕业后看书十年，中级职称。你这不算什么，别放在心上，努力的人有很多，不一定会有回报，参与即收获，慢慢来。 
0	天亮似乎还很长，却要惦记着明天的忙。 
1	既然认定了，就为此付出努力吧！加油，陌生人！ 
0	折磨自己是为了更快放手 ，那个能让许多人羡慕的自己已经被弄丢了 
0	没必要，不需要，就这样吧，不用了，我忘了。 
0	我真的追不上曾经那个发着光的自己了 
0	18岁 就仿佛已经过上24岁的生活 每天早八晚六 每天重复的生活 无数的压力和责任都在这个18岁的年纪里 每一天都要考虑怎样能挣到更多的钱 如何处好人际关系 很累很累..但我知道这仅仅只是一个生活的开始 可能这些对于未来的我都不算什么吧 但是真的好累.... 
0	爱的太深，伤的越痛 。没有期待就没有失望，没有失望就没有绝望，那样你每天都可以开开心心 
0	上坡路并不拥挤，你也不必着急，慢慢来，你值得美好的一切。 
1	别等，如果以后在一起了，就请好好喜欢她！ 加油 
0	有点东西可能喜欢，但是不一定是好的。成长的意义也正是学会权衡利弊的过程。但是要是真心喜欢，那就朝着目标去奋斗，但是一定一定要三思而后行。 
0	心死了  是教训不够痛 。好累  想要抱抱。能遇见就已经很好了. 晚安 
0	靠游戏吃饭的方式有很多种，不知道你想要的是哪一种？游戏研发，策划，还是成为电竞选手？你想好了再决定哟。如果是前者还是需要继续学业的。学习考学当然不是唯一的出路，但也是努力会有收获的路，没有任何努力会白费，除非你选择了半途而废。无论最后你做了什么选择，希望可以勇往直前，无畏风雨！ 
1	加油 你一定可以的 相信自己 。只要我不说就没有人知道我还没放下 
0	那现在的你有能力支持你自己的想法吗，你有想过靠游戏你能养活自己吗，你有没有想过你现在在重点高中你有很大的几率考上大学，去更繁华的城市，你还没见过这世界，你就要把自己锁死在游戏的世界吗，你真的够努力吗！ 
1	加油加油！！！我护资考试！一定可以！ 不要放弃学习，一定不要。 
0	我不知道为什么最近总是能想起好多好多的以前做过的狠心的事情 
0	我以为遗忘在过去中的回忆，只不过是藏在内心的角落，在某一时刻像潮水般涌出，将疼痛再次弥漫心口 
0	你会找到别的星星，可我只心动你一个月亮。 
1	能考上市里重点高中  说明你很聪明  读书虽然不是唯一的路  但是读书学知识绝对是最不会后悔的路  读书学习从来都不是无用的努力  想靠游戏吃饭 是吃不了一辈子的 加油呀弟弟[爱心] 
0	小时候觉得凌晨三点起床是一件很让人自豪的事，而现在的我望着凌晨三点的月亮，却不知道该何去何从。 
1	还有77天高考 加油吧 为了心里那个人 。一起加油！ 
0	你独独不该进我心上，又退我千尺 。比如说一直默默的喜欢你 忘不掉你 
0	默默喜欢，不求回应。相识的第十年，突然不再和我联系 
0	距离高考还有78天，压力好大，感觉考不起大学，想去单招，但我们老师说，比起父母的压力，高考的压力根本不算什么， 
0	他是我日夜思念深深爱着的人，我想我也是他日夜思恋的人，可是他的人生规划里根本没有我啊！这…… 
0	再没有遇见一个好喜欢好喜欢的人 深夜哭一哭吧 释放一下压力 。失眠校园 
0	千万不要冲动，你已经考上重要高中了，要好好努力考上大学选择一个游戏专业的，有能力后才能把握机会，权利选择自己喜欢的生活 
0	今天是世界睡眠日。祝失眠的小朋友们睡个好觉少吃安眠药。 
0	不知不觉，天就亮了，不知道为什么熬夜，没有人聊天，没有刷抖音和追剧，就一直循环着喜欢列表，记不起来几点睡去，早上起来房间还是原来的模样 
1	大学刚毕业，想和你说：你拼尽全力地学习，不要管现在如何，等你考上名校会回头感谢曾经的自己。高中时每天五点半去学校，五点五十开始背书，现在想想很幸福，你不是独自一人  
0	不要冲动 你可以深入了解好好和他们沟通 以他们能够接受理解的方式 做游戏是有发展的 只是他们也许对这块不太懂 所以采取对游戏一棍子打死的方式 相信他们会支持你的 
1	和他在一起巨舒服   我不用假装温柔懂事  发脾气粗鲁骂人的样子他都见过   实不相瞒我想在他身边一年又一年，十年又十年。 
1	用读书去追梦吧，它可以支持你的野心[可爱] 
0	自考的同伴，你是否也曾后悔当初为什么不在努力一下，为什么不在逼自己一下，到现在还要耗费时间耗费金钱去弥补 
0	如果没有深入的了解只是觉得打游戏好玩 心理上刺激 那么你需要找到一个平衡点 以适合自己的方式解决你内心的压力凭着对游戏一腔热情的喜欢而退学 最后很可能没有出路的 只会让自己未来的路越走越窄或者可以从事职业电竞 打比赛但是走出来的很少 毕竟这年头风口变化太快 
0	毕业可以争取去游戏公司莉莉丝 米哈游天美工作室 朝夕光年等等互联网游戏大公司入职 接触到专业的游戏资源 获得进入游戏圈的前提也是需要本科以上相关专业毕业的那么才会有职业发展的可能 
0	已经记不清每晚多少次从梦里惊醒，不知从什么时候开始，黑暗里盯着明明看不清的天花板 
0	喜欢游戏可以但是前提你得上大学 可以选择读和游戏相关的专业 游戏角色设计 原画师 策划关卡设计 java程序开发等等专业很多 
1	学习很苦，都很值得。几乎所有人都推崇的事情，一定经过了时间的检验。 
1	今天是21年三月21日晚上十点四十六我见到她了她变化很大还一直在努力学习我很开心她不被感情所缚她会在奔赴在前途的路上遇见更好的人希望那个人是长大后的我 
0	我会很坚强，任何事都不要走心，人间不值得。 
0	初三了，不到100天，浑浑噩噩的三年，仅仅转眼一瞬间，没有真正意义上的朋友，没有一个人的鼓励，没有老师的重视，没有真正的去付出拼搏过，老师激励的话语早已听的烂熟，却还是没办法往内心深处走去，仅剩的几十天，或许可以改变自己命运，希望能够认真的走过这仅剩的初中时光 
0	不要放弃学习，这个社会学历还是非常重要的，好好读书，考上好的大学，选择自己感兴趣的专业，理论与实践结合，才能走得更远吖！你现在就放弃学习，以后肯定会后悔的吖！ 
0	后来我知道了，很多事情上都可以努力，但人与人之间不行，能走到最后的，其实一开始就是同路人，相遇是有原因的，不是恩赐便是教训。 
0	看到第一句，想到的那个人，肯定曾经让你笑过，后面也让你哭过 
1	努力的尽头是你挥洒汗水的辉煌 
0	我是一个还在一个实习的学生，读书不一定是唯一的出路 但是学历就是敲门砖，你再有能力，你连面试资格都没有，你会发现你过得会更累，也是在普普通通的一个人。世界很大，有钱并且努力的人太多了。父母那一代不能改变什么群，人生是自己的，看你自己怎么选择的，以后不能怪父母没能力就好，加油吧。 
0	我真的不懂得珍惜  你最后的任何攻击性语言  我也不会反驳什么  是我的错  但心凉了是真的我难过了整个星期五 
1	加油啊！一定可以的 。再坚持一下，还不可以，那就回到那个让自己舒服的地方，加油陌生人， 
1	嗯嗯好，我会用学习证明我自己得，谢谢，祝2021中考加油[可爱] 
0	想问各位“一个人明明比谁都懂我的意思，为什么还会眼神躲闪，苦笑？！” 
0	是真的好累啊，高二更累，周周考试，次次排名，真的越来越想放弃了 
1	公司发的口罩，好贴心[嘻嘻]
1	一夜暴红！[哈哈] //@未艾_Fancy:从探班到变身神秘嘉宾全程出演，原来人就是这么出名的，人怕出名猪怕壮[困]
1	想要在享受中享瘦的姑娘看过来，超苏糊的温泉减肥法哦[嘻嘻]
1	这一句加的好。哈哈！//@村民琐记:最后干脆派了个女恐怖分子来袭击中国，结果入境几天后竟被拐卖了~[偷笑]//@未成年者禁止进入: 这个搞笑[哈哈] [哈哈] [偷笑]
1	接电话要怎么slide啊？//@Play瑜: 爱不释手了[抱抱]
1	#海螺沟冰雪花海盛宴#春天里，海螺沟高山花卉开成了美不胜收的高山花海！！我们“海螺沟冰雪花海盛宴”也美艳开场了！各种好耍、有爱的活动新鲜出炉，奖品超丰富：天然氧吧海螺沟门票、高大上贡嘎神汤温泉体验券、多姿多彩藏家晚会，还有海螺沟空气珍藏版等着你哦！（活动详情见配图）[哈哈]@西行驿站
1	哎呀师傅都来了??? //@释隆道:善举???//@释不归:哥嫂的善心功德无量！支持！ //@歌手含笑: 感恩??? //@释不归:博主和右边是我哥哥我嫂子，大家支持一下！[爱你]
1	祝@小妖娜娜  生日快乐。天天开心，桃花不断。你永远是俺心里内个漂亮聪明体贴睿智的“娜无敌”！加油[爱你]
1	[哈哈] //@---范冰冰---：学会化妆，真的很重要！[偷笑]
1	习大大刚才到南锣鼓巷了！[哈哈]大大这回吃点啥？大伙儿来给他推荐推荐～（图via @国安低调哥 ）
1	开森[噢耶][噢耶] //@庞丹Gina:一会有事，提前公布获奖名单，恭喜：@邋里邋遢神经治 @汤吉吉小姐和老任的幸福生活 @嘻哈包袱铺筱雅 @小宋不再小 获得了这款阿芙的大马士革玫瑰纯露，私信我你们的地址，一起让皮肤变的越来越好吧！[鼓掌][鼓掌]没中奖的童鞋不要桑心，以后还会有很多好东西分享给大家！
1	哈哈哈哈！//@白云觅渡://@竹人摄影://@弯月镰刀: 有一种拍摄叫造假，有一种演戏叫穿帮![哈哈]
1	大家都在看[嘻嘻] //@石门老邓: 最近…很流行这个么？[汗]
1	每个人都是幸福的！[可爱]
1	兰卡威好玩，这个月底就去咯[嘻嘻]
1	共同进步[哈哈][哈哈]//@1039醉洪彬:向彭总学习，向彭总看齐。[哈哈]//@陈玉霞博斐秀禾: 挺准的[偷笑] //@彭涌_爱美食:看来我敌人多，我努力改成红酒行列
1	@雪梨长颈鹿 @劳伦贝尔  //@巧克力奥利奥zzzz:[哈哈] //@DDDDeadlingling:[哈哈]
1	#空瓶记#1，契尔氏保湿精华，极端不推荐，完全不保湿；2，契尔氏小黄瓜水，同样不推荐，擦了脸痛是永远的主题，大S说的毛孔变小只是传闻。3，欧舒丹乳木果手霜，永恒经典家中常备，用完一个又一个，生生不息[哈哈]
1	必须动起来[鼓掌]
1	徐总亲自面试，月薪1000，木有休假，木有工作餐，不提供住宿，因为他真心地喜爱8000M，最终选择了留下[嘻嘻]
1	[爱你] 我亲爱的妈妈//@高博819：//@黎敏CBN：突然觉得好想落泪
1	支持下我们帅哥会员拍的片子！[嘻嘻]
1	[哈哈]欢迎 //@自由的空气1025:馋人啊真有飞回汕头的冲动啊！@董克平 //@张新民:[嘻嘻][嘻嘻]
1	[赞] //@天涯冰峰:最欣慰快意的就是与恩重如山的父母欢聚一堂度过大写龙年，迎来金彩小龙。@阳澄居士: [爱你]@阳澄禹衡 @天涯冰峰 @立山而林 //@1048苏州交通广播:【1048正在直播】欢迎参与[爱你]
1	[good]好诗！ //@juliadoll:?弈山林竹伴君,返璞?真???,拂去??浮??,?意人生是佳境...[玫瑰]//@画家刘勇: 回复@茗茶坊美妇:[微风][微风] //@茗茶坊美妇:四季花草最无穷，时到芬芳过便空，最爱山中兰与竹，经风历夏又秋冬[可爱] //@画家刘勇:回复@陈聪3:贤弟所言极是，境由心生。[微风]
1	哎呦～我也爱上张亮了[爱你]@z沫沫_mo子?
1	拉了[哈哈][哈哈][哈哈]
1	对葡萄酒兴趣浓厚？你知道吃辣该配哪一款酒吗？@高圆圆 带你游Napa酒庄――#圆梦加州#葡萄酒专题视频很快就要上线啦！敬请期待[哈哈]
1	真有爱。。[哈哈]//@广告也疯狂: 转发
1	#北京美食地图#@大高兴烤肉 没有高大上的外表，有的是温欣的脱光主题，不光可以享受美食，还可以顺手脱光啊，圣诞节欲脱光的童鞋要行动起来！另外美女老板娘，非单的可以去否[嘻嘻]（@馋猫大厨1 投稿）
1	有基情呀 [偷笑]//@边疆边吃边说:倪与乎最好不放一块儿[嘻嘻] //@大酒缸1898: @食全食美老倪 @北京吃喝游乐玩 @食尚小米 //@生活禅在旅行:北京一夜，暴食暴走！[笑哈哈] //@京城豆腐白: 崔兄下手持烧饼者可是老[疑问]倪乎？ //@边疆边吃边说: [围观]
1	在浙江碰上远房亲戚。名字叫做酱猪头?[嘻嘻] 它好好。。。吃！[哈哈][哈哈][哈哈][哈哈]
1	节假日又有好去处了喔~[太开心]
1	//@精彩语录: [哈哈]这个动态图搞笑了，推荐大家一起关注@最GIF动态图 每天乐一乐~
1	恭喜@再见看不?痛苦 @三十二?娶妮 @文亮不装Crwpb 三位同学获奖！！！！请抓紧时间私信小佰你们的联系方式！！！！！！[抱抱][抱抱][抱抱]
1	到了办公室，发现手机忘带了[太开心]
1	[哈哈][哈哈]绝对靠谱的小不点……要火……生日快乐！！！[蛋糕][蛋糕][蛋糕]
1	要去要去吃檬舒舒和拉面！檬舒舒真的贵，?中的爱马仕，但是好吃到值那个钱！[爱你]
1	非常好吃吧哈哈 //@晓-zero: 我爱米线~，[爱你][爱你][爱你]//@慕睿衡:明天米线继续走起来@晓-zero 等你来啊
1	My room and new friend![爱你]
1	?真的很不?!//@pandamen趴打文: 我都??意?京??[爱你]//@OL醉??房:就好似食左一?蟹
1	北京的天儿下雪了，在辣么刺激的121212的日子里，我必须做一点儿惊天地的事儿，这辈子一直因为没有拍过外星人而自卑，这次终于让我找到了！还是两个！！！我骄傲！终于可以艾特@章小八 了！ #随手拍解救外星人#@昃小麦  @北京电台晓航 [哈哈]
1	坐等双十二[哈哈][嘻嘻]
1	类似于，仰卧起坐，现在只能仰卧，明天早晨起坐……或者今天俯卧明天撑！//@大大大大迪:[偷笑]  // @不作死不罢休夫斯基 :// @精彩电影 :精辟啊！[哈哈]
1	太有缘分了！[哈哈]
1	这就是所谓的横插一腿吧[哈哈][哈哈]//@沈涛:是你搞的？[偷笑]//@成隆行老柯:和环境没关系，属于遗传变异//@朔宇很强-C2红胖:是受污染变异了吗？这种东西能吃？[吃惊][吃惊][吃惊][吃惊]
1	@吴敏---马拉松冠军 你认为呢？//@体育评论员张路平: //@跑跑卡丁朱: [鼓掌]//@黄力生: 支持！[赞]@厦门公益马拉松训练营 [鼓掌]
1	[给力] //@边疆边吃边说:[围观]//@西涯无忌: 这个还要推起来。 回复@热点红姨:俺们的理念与肯德基同步呢！ //@热点红姨:商家可以根据自己的实际情况，选择使用方式，如只给客人提供手机菜谱、提前预点菜品、支付等等，具体应用起来会有多种不同的选择，@热点联盟 的@爱点餐 已经实现了[鼓掌] @谭育君77
1	Wonderful dinner by Ningbo Shangri-La[鼓掌][鼓掌][鼓掌]@宁波香格里拉大酒店 @Grace_Sunshine
1	#当爹进行时# 今年过年北京放烟花爆竹的人真的明显减少了，虽然还不时响起零星的炮声，但跟往年没法比。今天又刮起了五级风，放炮的心理负担更少了点。[嘻嘻]
1	[哈哈]//@段郎说事: [哈哈]//@若梦de流年: [哈哈]
1	我的熊越?越多啦!!!!!![鼓掌] ??大家
1	长腿MM看过来~平底鞋的搭配~每套都能凸显大长腿！mark起来吧！[爱你]【私享穿衣顾问微信：FashionTalent33 】
1	我要结婚~[害羞][太开心]
1	是哒，这个logo酷似Loewe的牌子叫作Louis Quatorze,是定位在affordable luxury，诞生于法国被韩国人收养的品牌，据说在韩国的地位和受欢迎程度大大高于Gucci，目前在中国的第一家店筹备中[馋嘴]。第一次见面就送这么多东西给我，真是不好意思内~虽然红色漆皮并非我所爱，但收礼总是开心哒[馋嘴][抱抱]
1	我今天陪小朋友买了一件美丽的裙子！ //@林姐姐花园:今天你行贿了吗？[哈哈]//@静老师:太对了！[哈哈] //@林姐姐花园:孩儿TA妈，过儿童节，你行贿了吗？@静 @艺术与生活随笔
1	边个叫你晒命啊！拿，老天爷唔中意，落你大雨，无得你晒！[嘻嘻]
1	[鼓掌][鼓掌]鼓掌欢迎，喜欢要常来哈~~
1	[偷笑]跟你有半毛钱关系么[哈哈]
1	年会上的美女们。[爱你][鼓掌][来]
1	第二季会有男神@?想家林志? 麽？[爱你]
1	[嘻嘻][嘻嘻] 淡定！[馋嘴] //@果粒橙_cyx: @charityguan  ，瞧见没？跟姐学吧
1	今日申城PM.25指数48，空气质量很好，大家可以到户外走走，呼吸一下新鲜空气，放松一下心情哦~[太开心]
1	回家滴感觉真好～休息休息，好好赚银子，然后继续得瑟，今晚就把砖砖们照片发给你们哈，谁那有我滴照片和咱们集体合影都发给俺哈，谢啦![爱你]
1	怕家里的萨摩耶夏天太热，二逼主人把原本超漂亮的毛剪成这么个?样~！[哈哈]「转」
1	//@新周猫: Mr [嘻嘻]Right？
1	[嘻嘻]没错，本季新品即将在这个?圣诞节?闪亮登场啦！[酷]没人能抵挡三文鱼的诱惑，没人能抵挡爱琴海店“VIP甜品无限”的诱惑！[威武]所以，今年的圣诞聚会就交给雕爷牛腩吧！?
1	亲，我可以不要赠品么？活的那只，请派送有强健肌肉的雄性…大叔或萌物皆可…[爱你]//@去哪儿网酒店:众亲，回答下普遍问题：①男性可要求送男友，请提前注明要小攻or小受，以便我们有充分时间准备；②我们包邮，7天无理由退换，限一次；③不能只要后面那样奖品哦，赠品不单独送哦。[爱你]
1	//@温蒂赵WendyChao: 没兴趣做董事长总经理的可以看看，世界上最高明的骗子们[嘻嘻].不过都是好电影
1	需要沉淀和积累的行业，对VC都不是好行业。[哈哈] //@华登国际苏仁宏:不但没竞争，好项目连找个Co-investor都难。 //@VC_Albert: 很好啊，苏总的竞争少了，胜率大
1	我们桌估计是第一桌没上大餐先就着面包篮干水井坊的[偷笑][偷笑]太香了，难以抗拒的酒香！南方男子喝白酒的气魄更让人难以抗拒，销魂干杯法[哈哈][哈哈]
1	影子都可以这么美[围观] //@机场大郭:婀娜身姿！[哈哈][嘻嘻]
1	嗯哼哼，我又开始了！[嘻嘻]我在这里:#舒适堡健身中心(滨江店)# http://t.cn/z0kRpWR
1	我家要多个新成员勒，大家帮忙起个名呗？我想叫它Lucky因为从小它就光生病！我想让它好运点~也想叫它麻辣肉！小名肉肉[嘻嘻]另：公狗，阿拉斯加。
1	[哈哈]//@我们读书吧: 十二星座谁做的饭最好吃[馋嘴]
1	@vivian于小璐 [嘻嘻]
1	啊哦，有人潜水回来啦！//@鱼落: //@懒人业余餐厅:哥们儿的作品，求扩散[鼓掌]@蘑小菇even @黄天space @阿兹考拉 //@罐透明: 咳咳！“再次”冲出亚洲走向世界加油加油[鼓掌]//@二哥呢: 终于可以再次呈现，感谢所有参与的朋友。
1	太有范了//@记忆延伸: 婧楠真有范儿呀[鼓掌]
1	难道、、、、是传说中的！[嘻嘻][嘻嘻]@海棠居付志刚 @曹攀林
1	@?有朋 喂。。这位大叔，听说你在上海忙哦，肯定要来北京宣传的吧，约起来[哈哈][围观]#甜蜜杀机#
1	今晚参加了“2011时尚先生盛典颁奖礼” @纪苗苗mmki @陈超Alex 谢谢你们对我的照顾[可爱]
1	在一起，在一起。[哈哈][哈哈][哈哈]
1	看到了看到了，#愤怒的小孩#里愤怒的帅蜀黍#张译#！[鼓掌]
1	回复@SOSO星:[哈哈]改良一个大众点评 //@SOSO星:恩，绝对是手机应用，最好是菜单式是，点击我要去的景点，然后时间预算想吃的东西，就自动给我设计一条路线出来，附带相关信息。
1	分享分享[哈哈] //@侯小园:你们怎么没分享@徐宝瑟 @风间小卒 @Zn_Andy@阿尼玛卿雪豹 @Miss-_-猫猫 @摆渡大厨
1	哈哈[哈哈]同??果迷！
1	图上的字看不清楚哎....//@颜慧的围脖: 亲们，以后咱去这里看八卦的来龙去脉，红黑PK！[哈哈]@金国 @毛涛涛 @徐愿愿 @刘奇 @桃小T @加菲兔兔cici @趴趴鸭 @行走的艾丽丝儿 @暖暖春天 @TopInteraction //@毛瑞欣_morrison: 果然很神奇，脉络图很清晰，以后扒事件就靠微吧了，哈哈~~[得意地笑]@北京微吧
1	#首都航空微视频大赛#首都航空2013年微视频大赛作品征集正在进行中，小编在此提醒，准备参赛或已经开始行动的小伙伴们要仔细阅读对参赛作品的相关要求哦，还有别忘了我们的征集时间截止至9月30日，大家赶紧来参与吧！丰厚的大奖等着你哦！[嘻嘻]
1	?啊！Starting my long vacation！[嘻嘻]
1	我听象象的，象象让我吃肉肉，我绝对不吃狗粮。[爱你] //@琨宰731: 好像是哟 [生病]@陆洋_Lu
1	#百变大咖秀第五季# 马年马上到，大白组合继续挑战“非人类”，双马贺新年了！人们说，马上能放的东西越多越好，MONEY呀，房子呀，对象呀，最好是想啥来啥！“神马”和“二维码”说，人类的世界好难懂！喜欢这两匹神奇的“马儿”？周四晚22：00啦！@花儿大张伟 @白凯南 [哈哈] http://t.cn/8F2TELX
1	过奖 //@常?永:很厉害 //@乒乓阎桂丽:惭愧[可爱] //@常?永:在看您介绍呢[给力][威武] //@乒乓阎桂丽:向您致敬！ //@常?永:向世界冠军致敬！ //@乒乓阎桂丽:常总好！[握手] //@常?永:[给力][威武][握手]阎姐好 //@乒乓阎桂丽:[威武] //@杜猛:@安家刘文斌 @慈核 @波波钱 @不爱狼羊的女妖 @陈宝林果然
1	[哈哈]还是坐烂的那种
1	没看出来多文艺… //@全球热门伤不起:喜欢这样文艺feel的家吗？[爱你]@美家美居手册
1	@荨陌 ?累画的就是木桐的对吧 真的挺搭的~//@杨婷婷Young: 木桐好可爱[哈哈][哈哈] //@法语法国:波尔多五大名庄酒标，学法语的你读懂多少？
1	Dolce & Gabbana 2014春夏女包[爱你]【私享穿衣顾问微信：FashionTalent33 】
1	史上最激萌的柔道对战！[加油啊]最后教练也被萌的看不下去了把两个都抱走了，萌的一脸血！！！[哈哈]
1	是棒子就你能发光的！！！ //@大寒江:随时受不了，笑喷了[嘻嘻]
1	//@小慢快跑吖:哈哈 真的是 连同学都不太能理解的职业 无力解释 到最后只说是打杂的了[偷笑] //@徐新华V:我是这么说的，在网站工作，具体做什么一两句话说不清楚。//@闪闪shanshan: 和老乔是同行[哈哈]
1	妞吃得开心就是对我们的鼓励，谢谢[亲亲]
1	回复@像库里一样投篮好不好V:嘻嘻，那会阳光特别舒服，特意拍的[哈哈]亲看的仔细[嘻嘻][嘻嘻] //@像库里一样投篮好不好V:第3张图暴露了你@简安然 [嘻嘻] //@新浪武汉汽车:这是哪里？太帅了[嘻嘻]
1	就是嘛，为什么短信要收费呢？好像最一开始诺基亚8810年代短信都是不收费的。//@沈昊: ＂如果微信不该收费，那短信为什么要收费呢？＂我也想问，短信为什么要收费呢?为什么?[嘻嘻]
1	[嘻嘻][嘻嘻][嘻嘻] 死木头最爱石头，一起赶集去吧~  //@?氏大家庭:回复@花斑石V杨帆:本家，很快！ //@花斑石V杨帆:[给力]我咋没被欢迎呢
1	试试看@吴刚 [爱你] 3D二消的话看看啥感觉再来分享
1	在家睡的特别香，10点一觉睡到早上七点[哈哈]
1	都在感谢咱们 就咱们自己人不满？//@深圳小天:公知误国，二毛以自残的方式告诉兔子这个真理，这是爱得多深啊！ //@吃斋的猫2011:这大使是明白人。//@澳大利亚舟哥: 他的意思是，早听中国的建议，克里米亚就不会走到今天了。。。//@杜子建: 别客气，应该的！普京也这样说，怪不好意思的！[爱你]
1	#爱是平凡背后的幸福线# 我们生活的都市森林中，有很多这样平凡的人过着平凡的生活，吵着架斗着嘴、吃着火锅看着电影、拉着小手打拼生活。爱是平凡不惊，却又弥足珍贵！//@Fiona--Q:真的很意外收到这盒花，我们在一起都六年了！[爱你]希望我们的爱情像这盒玫瑰一样永生吧，漂亮、精致、长远！
1	多年老友的再度合作[哈哈][哈哈] //@杨极7:@李菁_lijing
1	蓝天、碧水――加上典雅、美丽的东方女性，无法用语言形容啦！！！[哈哈]
1	回复@sweet-jane:呵呵，其实本身真的很帅的！！！ //@sweet-jane:回复@狐狸汪汪:[晕]另一个！国际STAR！ //@狐狸汪汪:回复@Shakira何:@北极光之舞 听见没 //@Shakira何:人家找的是法国妞，能不高点儿吗？！ //@狐狸汪汪:回复@优品李亚南:[哈哈][哈哈]听君一席话，我更自信鸟！！！
1	回笼一觉百魅生，六宫粉黛无颜色。[哈哈]
1	“什么是奋斗？奋斗就是每一天都很难，可一年比一年越来越容易。不奋斗就是每一天都很容易，可一年比一年却越来越难。”[威武][给力][鼓掌][赞]
1	//@水青风扬: 叫网商比较合适！电商不是电也不是商！//@有为张:对了，就在等你这句话了，“专业”[哈哈]//@临沂后生: 电商比较专业一点吧，，网商覆盖面会不会广一些
1	【秘制橙汁，1月瘦出水蛇腰】材料：橙子1个，红枣3颗，山药粉1勺。制作方法：将橙子、红枣、山药粉、100ml温水打汁即可饮用。使用方法：1日1~2杯，1周不少于6杯。功效：橙子排除腰腹油脂，红枣促进血液循环，山药粉有助排除水肿，连续10日，可瘦1~2斤[爱你]
1	ok！欢迎参加！ //@月影传说online:月影YY交流会马上开始咯哦亲们，与策划面对面，策划们为您讲述月影传说不得不说的故事[可爱]
1	生日快?[?你][蛋糕] //@一号立井:你有得你有失 爸爸希望你有自己[?你] //@薇薇安沈:严肃活泼三家聚首[花心][鼓掌][乾杯]高端冷艳二姐生快[偷笑][??][蛋糕]
1	现如今穿帮剧太多，昨天偶尔看到一抗日剧，其中一女地下党的名字还挺现代，叫什么苏雅，你丫还不如叫什么郭兰英、张瑞芳、陈桂秀啥的合适呢 //@还有意思么:地上的黄色违停线穿帮了[嘻嘻][哈哈][偷笑]，这辆车明显违停了@南京交警二大队 赶快来贴罚单，记得贴黄色的，罚一百扣三分
